dialogue,label,meta,scenario_type,scenario_relationship,scenario_context,participants
"어 오늘 회의 준비 다 했어
어 거의 다 했지 넌 어떠니
나도 대충 준비했어 그러고 보니간식은 준비 됐어
아 맞다 그거 깜빡할 뻔했네 음 뭐가 좋을까
이렇 때 쿠키나 과자가 좋지 않아
그렇지 과자가 무난하긴 하지 몇 개 사갈까
음 한 박스 정도면 되지 않을까 인원도 많고
그래 그럼 근처 편의점에서 사가자
좋아 내가 넉넉하게 사올게
고마워 그럼 회의 때 봐
응 알았어",0,"{'conversation_type': 'casual_normal', 'relationship': '동료', 'context': '회의 중 간식 준비', 'tone': '편안함', 'topic': '간식 선택', 'emotion': '편안함', 'call_environment': '조용한 실내', 'participants': ['구유준', '윤서연']}",동료 간 간식 회의,동료,회의 중 간식 준비,
"어 지금 회의 중이지
어 맞아 근데 뭐 먹을 거 생각했어
음 일단 과자랑 커피 정도 어때
좋지 근데 과자는 뭐로 할까
그 요즘 인기 있는 거 있잖아 그거 어때
아 맞아 그거 괜찮겠다
커피는 캡슐로 준비해도 되겠지
응 그게 편할 것 같아
그럼 내가 과자 가져올게
알았어 그럼 나는 커피 준비할게
오케이 그럼 그렇게 하자
다 끝나고 같이 먹자고
그래 좋다 그럼 이따가 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '동료', 'context': '회의 중 간식 준비', 'tone': '편안함', 'topic': '간식 준비', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['윤현우', '홍하은']}",동료 간 간식 회의,동료,회의 중 간식 준비,
"여보세요 거기 카페 맞나요
네 맞습니다 무엇을 도와드릴까요
음 제가 지금 버스 타고 가는데 신메뉴 나왔는지 확인하려고요
아 네 이번 주에 신메뉴 출시되었습니다
오 그렇군요 어떤 메뉴인가요
이번에 새로운 커피 블렌드와 디저트가 추가되었습니다
아 그렇군요 한번 가봐야겠네요
네 방문해주시면 감사하겠습니다
감사합니다 그럼 나중에 갈게요
네 감사합니다 좋은 하루 되세요",0,"{'conversation_type': 'casual_normal', 'relationship': '고객-업체', 'context': '신메뉴 출시 여부 확인', 'tone': '친절함', 'topic': '카페 신메뉴', 'emotion': '즐거움', 'call_environment': '이동 중', 'participants': ['한지헌', '류나은']}",카페 신메뉴 문의,고객-업체,신메뉴 출시 여부 확인,
"안녕하세요
여기 카페 OO 맞나요
네 맞습니다 무엇을 도와드릴까요
아 저 이번에 신메뉴 출시됐다고 들었는데요 맞나요
네 맞아요 이번에 새로 나온 음료가 있습니다
오 좋네요 어떤 메뉴가 있나요
지금 우유 베이스의 힐링 라떼랑 촉촉한 케이크 2종이 추가됐어요
와 맛있어 보이네요 근데 지금 카페가 좀 시끄럽네요
네 고객님 카페가 조금 번잡해서 죄송합니다
아 괜찮아요 다음에 가서 한번 먹어봐야겠네요
네 언제든지 방문해 주세요 감사합니다
네 감사합니다 좋은 하루 보내세요",0,"{'conversation_type': 'casual_normal', 'relationship': '고객-업체', 'context': '신메뉴 출시 여부 확인', 'tone': '친절함', 'topic': '카페 신메뉴 문의', 'emotion': '즐거움', 'call_environment': '시끄러운 실내', 'participants': ['구승호', '구예준']}",카페 신메뉴 문의,고객-업체,신메뉴 출시 여부 확인,
"야 뭐해
어 지금 밖에 나와 있어 바람이 좋다
오 그러네 나도 밖인데
주말에 드라이브 가자 그래놓고 코스를 못 정했어
그러게 이번에는 어디로 갈까
응 제부도는 어때 요즘 핫하대
어 좋지 거기 맛집도 많더라 하하
바다 보고 맛있는 것도 먹을 수 있어
그럼 언제 출발할까
음 오전 일찍 가는 게 어때
그거 좋다 일요일이 어때
오케이 그럼 일요일 아침에 출발하자
그래 날씨도 좋으면 더 좋겠네
맞아 하늘도 맑고
오케이 일요일에 봐
응 그때 보자",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '친근함', 'topic': '주말 만남', 'emotion': '즐거움', 'call_environment': '실외', 'participants': ['주도현', '한가은']}",친구와 주말 드라이브 계획,친구,드라이브 코스 상의,
"야 뭐해
어 나 지금 밖에 나와 있어
어디
공원 쪽으로 걷고 있어
주말에 드라이브 가려고 했잖아 어디 갈지 정했어
어 그거 고민 중인데 혹시 추천할 곳 있어
음 음성 호수 쪽 어때 바람도 불고 날씨도 좋다던데
오 좋다 그쪽 경치 진짜 좋잖아
맞아 드라이브 코스로 딱이지
그럼 토요일 오전에 출발하면 되겠지
그래 그렇게 하자 나중에 뭐 먹을지도 정하고
어 알겠어 그러면 일단 그렇게 얘기해 두자
오케이 연락할게 그럼
그래 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '친근함', 'topic': '주말 만남', 'emotion': '즐거움', 'call_environment': '실외', 'participants': ['류지헌', '최유찬']}",친구와 주말 드라이브 계획,친구,드라이브 코스 상의,
"어 지금 어디야
나 지금 밖이야
날씨 엄청 좋네
아 진짜 오늘 바람도 시원하더라
맞아 그래서 주말에 나가자고
좋지 언제 만날까
음 토요일 어때
저녁에 만나서 같이 밥 먹고 산책 좀 할까
오 괜찮다 어디서 볼까
저번에 갔던 공원 어때
좋아 그럼 그때 보자
응 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '정기 외출 일정 공유', 'tone': '다정함', 'topic': '주말 만남', 'emotion': '즐거움', 'call_environment': '실외', 'participants': ['양하성', '오승현']}",가족 정기 외출 일정 공유,가족,정기 외출 일정 안내,
"안녕 엄마
어 다현아 지금 괜찮니
응 괜찮아 도서관 조금 조용하긴 한데 말해
다음 주말에 외출 일정 있지 그거 알려주려고
아 맞다 그거 잊고 있었네 언제였지
다음 주 토요일 오후 두 시쯤 출발할 거야
알았어 그럼 지금 장소는 어디 바뀐 거 없고
응 아직 그대로야 변동 없으니까 미리 준비하자
알겠어 그럼 그날 봐 엄마
그래 조용히 해줘서 고마워 나중에 보자",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '정기 외출 일정 공유', 'tone': '다정함', 'topic': '정기 외출 일정 안내', 'emotion': '즐거움', 'call_environment': '조용한 공공장소', 'participants': ['남다현', '조소윤']}",가족 정기 외출 일정 공유,가족,정기 외출 일정 안내,
"어 주말에 회의한 내용 좀 이야기해볼까
그래 좋지 뭐부터 이야기할래
음 그 신규 프로젝트 이해하기 쉬웠어
응 맞아 발표한 내용이 깔끔하게 정리된 것 같아
그치 내가 메모한 거 보내줄까
어 그러면 고맙지 지금 조용히 얘기해야 돼서 길게 못 말할 것 같아
알았어 그러면 메신저로 보낼게
그리고 내 의견도 좀 정리해서 보낼게
응 그럼 나는 다음엔 좀 더 구체적인 계획이 필요할 것 같아
하하 맞아 그럼 나중에 또 이야기하자
어 그래 나중에 보자",0,"{'conversation_type': 'casual_normal', 'relationship': '동료', 'context': '주간 회의 피드백', 'tone': '편안함', 'topic': '주간 회의 내용 피드백 공유', 'emotion': '편안함', 'call_environment': '조용한 공공장소', 'participants': ['배재원', '정주하']}",동료와 주간 회의 후 피드백,동료,주간 회의 내용 피드백 공유,
"어 회의 끝나고 나왔어
응 나도 지금 바깥에 있어
이번 주간 회의 어땠어
음 내가 생각하기엔 좀 길었던 것 같아
맞아 나도 그런 느낌이었어
그래도 중간에 그 새로운 프로젝트 얘기 나올 때는 흥미로웠어
응 그렇더라
다들 반응도 좋았고
그 발표한 내용 괜찮았지
어 맞아 아이디어가 참신해서 좋았어
하하 그러게 나도 그렇게 생각했어
오늘 날씨도 좋고
어 바람 살랑살랑 불어서 걷기 좋은 것 같아
다음 주에는 좀 더 짧고 핵심만 다뤄보면 좋을 것 같아
맞아 나도 그렇게 얘기해볼게
다음 회의 준비 잘 하자
그래 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '동료', 'context': '주간 회의 내용 피드백', 'tone': '편안함', 'topic': '회의 피드백 공유', 'emotion': '긍정적', 'call_environment': '실외', 'participants': ['문서린', '정서희']}",동료와 주간 회의 후 피드백,동료,주간 회의 내용 피드백 공유,
"안녕하세요 저 배송 상태 좀 확인하려고 전화했어요
네 어떻게 도와드릴까요
음 제 주문이 좀 오래 걸리는 것 같아서요
아 그렇군요 주문 번호 좀 알려주시겠어요
잠시만요 제가 지금 버스 타고 있어서
네 천천히 주세요
음 여기 있다 12345678이에요
확인해볼게요 잠시만 기다려주세요
네
지금 보니까 배송이 진행 중이고 내일쯤 도착할 예정입니다
오 그렇군요 감사합니다
혹시 더 필요하신 건 없으세요
아 아니요 이것만 확인하면 돼요
알겠습니다 감사합니다 좋은 하루 되세요
네 감사합니다

",0,"{'conversation_type': 'casual_normal', 'relationship': '고객-업체', 'context': '배송 중 상품 위치 확인', 'tone': '정중함', 'topic': '온라인 배송 상태 확인', 'emotion': '즐거움', 'call_environment': '이동 중', 'participants': ['주서하', '전민석']}",온라인 배송 상태 확인,고객-업체,배송 중 상품 위치 확인,
"안녕하세요
거기 시끄럽네 잠깐만요
네 말씀하세요
저기 음 배송 상태 확인하고 싶어서요
주문 번호나 전화번호 뒷자리 알려주시면 확인해드릴게요
전화번호 뒷자리 5678입니다
잠시만요 확인해볼게요
네
어 여기 떴네요 지금 다음 도시에 도착해서 내일쯤 받으실 수 있을 것 같아요
아 그렇군요 감사합니다
혹시 더 궁금하신 점 있으세요
아니요 다 됐어요 그럼 수고하세요
네 감사합니다 좋은 하루 보내세요",0,"{'conversation_type': 'casual_normal', 'relationship': '고객-업체', 'context': '배송 상태 확인', 'tone': '정중함', 'topic': '온라인 배송 상태 확인', 'emotion': '안도', 'call_environment': '시끄러운 실내', 'participants': ['백예린', '류하율']}",온라인 배송 상태 확인,고객-업체,배송 중 상품 위치 확인,
"야 뭐해
어 지금 도서관인데 잠깐 얘기할 수 있어
응 괜찮아 뭐야
저기 이번 주말에 파티할까 해서 말이야
오 좋지 어디서 할 건데
내 생각에는 우리 집이 조용하니까 거기서 하는 게 어때
좋아 그러면 음식은 어떻게 할까
피자랑 치킨 주문하고 몇 가지 간식 사는 거 어때
오 딱 좋네 그럼 내가 음료는 준비할게
그래 다 같이 놀면 진짜 재밌겠다
맞아 기대돼 하하
그럼 시간은 어떻게 할까
한 3시쯤 시작하면 어떨까
좋아 그럼 나중에 더 자세히 이야기하자
응 그래 연락해줘 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '생일 파티 계획 논의', 'tone': '즐거움', 'topic': '생일 파티 준비', 'emotion': '즐거움', 'call_environment': '조용한 공공장소', 'participants': ['황지호', '배민하']}",친구 생일 파티 준비,친구,생일 파티 계획 논의,
"야 뭐해
어 지금 도서관이라 조용히 해야 돼
아 그래 미안해
아냐 말해봐
그 생일 파티 언제로 할까
이번 주 토요일 어때
좋네 시간은
저녁 7시쯤 어때
좋아 그럼 장소는 어디로 할까
우리 집에서 해도 될 것 같아
그래도 괜찮아
응 준비는 내가 좀 할게
고마워 내가 음식 좀 준비할게
좋아 그럼 토요일에 보자
응 기대된다 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '생일 파티 계획 논의', 'tone': '즐거움', 'topic': '친구 생일 파티 준비', 'emotion': '즐거움', 'call_environment': '조용한 공공장소', 'participants': ['곽지현', '하지훈']}",친구 생일 파티 준비,친구,생일 파티 계획 논의,"['곽지현', '하지훈']"
"어 엄마 뭐해
별일 없어 집에 있어
주말에 뭐할까 싶어서 전화했어
음 뭐 할까
지난번에 갔던 공방 어때
오 좋네 그럼 거기로 가자
몇 시에 갈까
점심 먹고 2시쯤 어때
좋아 그럼 그렇게 하자
알았어 그때 보자
응 주말에 보자",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '주말 취미 활동 계획', 'tone': '다정함', 'topic': '취미 활동', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['노지환', '노서우']}",가족 취미 활동 계획,가족,주말 취미 활동 계획,
"어 지금 걷는 중이야
어 나도 막 외출했어
주말에 뭐 할지 생각해봤어
음 좀 걸리적거리지 않는 취미 뭐 없을까
아 영화 보러 가는 건 어때
지난번 봤던 거 진짜 재밌었잖아
그러게 그거 좋았어
날씨도 좋으니까 자전거도 좀 탈까
오 그것도 좋다 바람 쐬면서
자전거 타고 영화관 가자
좋아 그리고 점심은 어떻게 할까
간단하게 샌드위치 먹을까
괜찮네 그럼 아침에 출발해서 자전거 타고 점심 먹고 영화 보면 되겠다
알았어 그럼 그렇게 하자
오케이 그럼 주말에 보자
그래 나중에 봐 조심히 가
응 너도",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '약속 잡기', 'tone': '다정함', 'topic': '주말 만남', 'emotion': '즐거움', 'call_environment': '이동 중', 'participants': ['임민호', '강채윤']}",가족 취미 활동 계획,가족,주말 취미 활동 계획,
"어 지금 어디야
나 버스 타고 퇴근 중이야
아 그래 나도 지금 지하철 타고 가는 중
점심 어땠어
그냥 간단히 먹었지 뭐
어 맞아 그 식당 괜찮았어
다음엔 같이 가자
좋아 진짜로
이번 주말에 시간 나면 점심 같이 먹을래
그래 주말에 보자
감사합니다",0,"{'conversation_type': 'casual_normal', 'relationship': '동료', 'context': '점심시간', 'tone': '편안함', 'topic': '점심과 간단한 잡담', 'emotion': '즐거움', 'call_environment': '이동 중', 'participants': ['서하민', '구아린']}",동료와 간단한 업무 외 잡담,동료,점심시간 간단한 잡담,
